career,profile
Sales,"Sales
Periode pendaftaran: hingga 31 Desember 2021Screening dan tes: 1-15 Januari 2022Tanggal bergabung: Akhir Januari - Awal Februari 2022Deskripsi...
Bonus & Komisi"
Sales,"Sales
Kami bergerak di industri barang plastik mencari kadidat sales yang berpotensi mendapat pendapatan yang lumayan.Kualifikasi: Minimum pendidikan :SMA...
nan"
Sales,"Sales
Kualifikasi : Pendidikan S1 semua jurusan Usia Maksimal : 33 tahun. Memiliki pengalaman kerja minimal 3 tahun dibidang Sales dan Marketing Memiliki...
nan"
Android Developer,"Android Developer
Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...
nan"
Android Developer,"Android Developer
Get to know our Team:When you're an engineer at Grab, you are part of the heart and soul of the company. Our passion is anchored in the work that we...
nan"
Android Developer,"Android Developer
General requirement Bachelor degree in Computer Science or related fields, or equivalent professional experience in software development Fluent in...
nan"
Android Developer,"Android Developer
Ruangguru is a tech-enabled education company that provides a one-stop learning experience for students to have better access to quality content and...
nan"
Android Developer,"Android Developer
Location: Jakarta Raya Job Highlights International Collaboration &amp; Teamwork Innovative &amp; Emerging technologies exposure Allow “Work from...
International Collaboration & Teamwork,Innovative & Emerging technologies exposure,Allow “Work from Home”"
Android Developer,"Android Developer
The roleWe're looking for an outstanding Mobile Application Developer to join our small team to expand our financial app and build out new...
nan"
Android Developer,"Android Developer
Tanggung Jawab :Melakukan control project / pengembangan system aplikasi / perbaikan bugs error pada system aplikasi yang sedang berjalan dapat...
nan"
Android Developer,"Android Developer
Mengembangkan android native app. Melakukan programming dan membuat aplikasi Android untuk Online Media di bidang Makanan. Membuat aplikasi yang...
No. 1 Restaurant Discovery App in Indonesia"
Android Developer,"Android Developer
Qualification: Candidate must be at least Diploma Degree or Bachelor Degree (Computer Science, Information Technology, Information Management) ...
nan"
Android Developer,"Android Developer
Jobdesc : Develop Android mobile applications Provide support and expertise for projects based on the timeline Work on the automated deployment of...
nan"
Android Developer,"Android Developer
Mobile Android Developer Job Descriptions: Design and implement Android Mobile Applications. Build the reusable components for supporting complex...
nan"
Android Developer,"Android Developer
URGENTLY NEEDED Job Brief:We are looking for an Android Developer to be responsible for developing mobile applications for the plantation...
Contribute to Indonesia's Agriculture,Competitive Salary and Benefit Package,Traveling across Indonesia and Southeast Asia"
Android Developer,"Android Developer
Job Description :-  Build and develop Alodokter internal applications base on web and android mobile.-  Design and develop Web &amp; API-  Research...
nan"
Android Developer,"Android Developer
Develop and test software applications. Install, customize and maintain operating systems software including installing and testing new releases....
nan"
Android Developer,"Android Developer
Android Developer Usia maksimal 25 Tahun Pendidikan Minimal Diploma (D3) Mampu Membuat Aplikasi Android dengan Java/ Flutter Mampu Membuat API Service...
nan"
Android Developer,"Android Developer
KUALIFIKASI	: Lulusan SI Teknik Informatika/Sistem Informasi Memiliki pengalaman minimal 2 tahun sebagai Android Developer (Java/Kollin) Memiliki...
nan"
Android Developer,"Android Developer
Who we are:Semaai co-founders are ex Entrepreneurs, Goldman Sachs, World Bank, Schlumberger, with 30 years of rich experience in the technology,...
nan"
Android Developer,"Android Developer
Kualifikasi : Minimal pendidikan D3 di bidang Teknik (Komputer/Telekomunikasi), Ilmu Komputer/Teknologi Informasi atau setara. Minimal pengalaman 1...
nan"
Android Developer,"Android Developer
About The RoleIf you are an experienced mobile developer that has some qualification that we need, be prepared to join our teams to develop many apps...
nan"
Android Developer,"Android Developer
Responsibilities Work as part of cross functional, passionate agile project teams to ensure guality is driven into the heart of the development...
nan"
Accounting Staff,"Accounting Staff
Tugas &amp; Tanggungjawab : Membuat laporan keuangan perusahaan Melakukan posting jurnal operasional Menginput data jurnal akutansi kedalam sistem...
nan"
Accounting Staff,"Accounting Staff
Pendidikan Min. D3 Akuntansi Pengalaman kerja minimal 1 tahun dalam posisi yang sama Dapat Mengoperasikan Ms. Office (Ms. Word, Ms. Excel, Ms. Power...
nan"
Accounting Staff,"Accounting Staff
Requirements Male or Female maximum 25 years old Experienced in manfuacturing company will be an advantage. Able to communicate in English is a Must,...
nan"
Accounting Staff,"Accounting Staff
Min Diploma of Accounting AcademyMin 2 years experience in the same positionFluent in EnglishGood CommunicationHaving ""A"" Driving LicenseDate Posted:...
nan"
Accounting Staff,"Accounting Staff
GENERAL QUALIFICATION : Maximum age 28 years old. Bachelor Degree from reputable university majoring in Accounting / Tax. Familiar with Microsoft...
nan"
Accounting Staff,"Accounting Staff
British-owned Furniture Manufacturer (PMA), based in Demak – Central Java is looking for candidates for positions as Accounting Staff  University...
nan"
Accounting Staff,"Accounting Staff
Kamu tinggal di area kembangan? mari bergabung bersama kamiPersyaratan: Pendidikan minimal D3 jurusan akuntansi, keuangan Pengalaman minimal 1 tahun...
Kesempatan berkembang menjadi accountant yang handal,Jam kerja yang manusiawi,Lingkungan kerja yang nyaman & casual"
Accounting Staff,"Accounting Staff
Job Desc: Handle financial reporting Do all things related to corporate tax Conduct internal audit if needed Requirements: D3-S1 graduate in...
We are an established Pre-school,We are friendly working environment,You may pick up some skills along the way"
Accounting Staff,"Accounting Staff
Persyaratan: Usia maksimal 28 tahun Pendidikan minimal S1 Accounting Pengalaman minimal 2-3 tahun di bidang yang sama Memahami import barang menjadi...
nan"
Accounting Staff,"Accounting Staff
Requirements : Bachelor's (S1) degree in accounting with GPA &gt; 3.0 Maximum 28 years old Proficient user for Microsoft Office and understand about...
nan"
Accounting Staff,"Accounting Staff
Job Specification Candidate must possess at least a Diploma, Economics, Finance/Accountancy/Banking or equivalent. Good basic accounting &amp;...
nan"
Accounting Staff,"Accounting Staff
Usia Maximal 33 tahun Pendidikan minimal S1 Akuntansi, IPK 3,5 Pengalaman minimal 3 tahun diposisi yang sama Menguasai jurnal, pembukuan laporan...
nan"
Accounting Staff,"Accounting Staff
Job Description Prepare Management reports (profit/loss, balance sheet ) Monitoring &amp; reviewing transactional jurnal posting Prepares payments by...
nan"
Accounting Staff,"Accounting Staff
Kandidat harus memiliki setidaknya Gelar Sarjana di Keuangan/Akuntansi/Perbankan atau setara. Setidaknya memiliki 1 tahun pengalaman dalam bidang yang...
nan"
Accounting Staff,"Accounting Staff
Saat ini PT Autorent Lancar Sejahtera membuka kesempatan berkarir bagi para profesional muda yang memiliki Integritas tinggi dan berkompeten untuk...
nan"
Accounting Staff,"Accounting Staff
Requirements: Candidate must possess at least Bachelor's Degree in Accounting At least 1 year of working experience in the related field is required...
nan"
Accounting Staff,"Accounting Staff
Usia maksimal 30 tahun Pendidikan minimal S1 Akuntansi, IPK minimal 3.00 Pengalaman kerja dibidang yang sama Menguasai Microsoft Office Menguasai...
nan"
Accounting Staff,"Accounting Staff
Gambaran PekerjaanSebagai Accounting Staff, Anda akan bertanggung jawab memeriksa dan melakukan verifikasi transaksi keuangan perusahaan, melakukan...
nan"
Accounting Staff,"Accounting Staff
Sebagai Staff Accounting bertanggung jawab memeriksa, melakukan verifikasi tagihan, melakukan pencatatan dan dokumentasi serta menyusun laporan...
nan"
Accounting Staff,"Accounting Staff
Melakukan pencatatan dan perhitungan keuangan Mendokumentasikan pencatatan keuangan dalam bentuk laporan keuangan Minimal S1 Akuntansi usia 22 - 30...
nan"
Sales Engineer,"Sales Engineer
Responsible for marketing &amp; sales of Industrial Markets Solutions products especially FlexLink products including but not limited to FlexLink...
nan"
Sales Engineer,"Sales Engineer
Sales EngineerJakarta Timur, IndonesiaCompany OverviewIf a culture of excellence, innovation and ownership is what you’re searching for, consider...
nan"
Sales Engineer,"Sales Engineer
Position Summary/Purpose A self-starter, he/she is responsible for developing opportunities in the target accounts in Agriculture sector. The role...
nan"
Sales Engineer,"Sales Engineer
Job Descriptions : Responsible for product sales targetsCreate work programs and strategies to achieve targets. Doing a search for leads to become...
nan"
Sales Engineer,"Sales Engineer
Job Responsibilities: Develop long-term relationships with the customer. Proactively assess, clarify, and validate customer needs, then leads solution...
nan"
Sales Engineer,"Sales Engineer
Untuk penempatan luar pulau Jawa, di sediakan akomodasi dan tempat tinggal. Lebih disukai yang mengusai area Makassar &amp; Samarinda (salah satu)....
Perusahaan yang terus berkembang di tengah pandemi,Gaji Pokok, Insentif, & Tunjangan yang menarik,Suasana kerja yang kondusif dan dapat menambah pengalaman baru"
Sales Engineer,"Sales Engineer
Usia maksimum 35 tahunPendidikan min SMA sederajat, lebih disukai dari Jurusan TeknikMempunyai kemampuan presentasi, komunikatif, inisiatifTerbiasa...
nan"
Sales Engineer,"Sales Engineer
Kandidat harus memiliki setidaknya Diploma di bidang apapun. Setidaknya memiliki 1 tahun pengalaman dalam bidang yang sesuai untuk posisi ini....
nan"
Sales Engineer,"Sales Engineer
URGENTLY REQUIRED  PT. Polymark Reaindo Plus is Distributions Company, specially for machines “Coding, Process Machinery, and Automation Systems”. We...
BPJS & JHT,BONUS,THR"
Sales Engineer,"Sales Engineer
Anda seorang Engineer atau punya Basic skill Teknik ?Juga Memiliki Passion di dunia Sales ?Suka akan Tantangan dan hal-hal baru ?Apakah Ingin...
nan"
Sales Engineer,"Sales Engineer
Job Description  Forecasting sales market by doing routine courtesy visit, product presentation and demo, also organize workshop and seminars...
nan"
Sales Engineer,"Sales Engineer
Qualifications: Education minimal S1 (preferable from telecommunication/electronics science), Aged maximal 30 years English &amp; Computer literate...
nan"
Sales Engineer,"Sales Engineer
Tugas : Mencari prospek customer Melakukan meeting dan kunjungan ke customer via offline / online Negosiasi dengan customer Mencapai target per bulan...
Bpjs Kes & TK,Tunjangan & Bonus,Pengembangan Karir"
Sales Engineer,"Sales Engineer
Kualifikasi:  Latar belakang pendidikan Minimal SLTA/D3/S1 dari berbagai jurusan, diutamakan dari jurusan Teknik Elektro Usia Maksimal 35 Tahun...
nan"
Sales Engineer,"Sales Engineer
Job Description :  To sell the solar panel product in to residential customer and fulfill the target given by management. Identify and meet with...
As a leading Renewable Energy Service Company in Indonesia,Focusing on solar energy system,Affordable, reliable, sustainable & eco-friendly energy for all"
Sales Engineer,"Sales Engineer
Kualifikasi: Maximal umur 35 tahun Latar belakang pendidikan minimal D3/S1 Teknik Mesin Memiliki pengetahuan atau pengalaman dibidang Sales min. 2...
Fix Salary,Komisi/Bonus,Tunjangan Kesehatan"
Sales Engineer,"Sales Engineer
Persyaratan: Lulusan S1 Teknik Mesin atau Teknik Lingkungan atau Teknik Kimia Berpengalaman 4 tahun dalam penjualan peralatan teknik dan atau suku...
nan"
Sales Engineer,"Sales Engineer
Qualification: Maximum 35 years old Minimum diploma from reputable university with GPA minimum 2.75 majoring Electrical, Instrument, Physic,...
nan"
Sales Engineer,"Sales Engineer
Kualifikasi: Usia maksimal 30 tahun Pendidikan Minimal SMK sederajat Menyukai tantangan Mempunyai komunikasi yang bagus Pengalaman menjadi seoarang...
nan"
Sales Engineer,"Sales Engineer
Responsibilities: Membuat penawaran sparepart yang akan di jual Memasarkan sparepart yang berhubungan dengan batchcing plant dan alat berat Membuat...
nan"
Graphic Designer,"Graphic Designer
Develop concepts and create design artworks for all web and print materials, e.g. banners, brochures, newsletters, posters, logos, etc Take projects...
Fast growing company,Friendly working environment,Your opinions are taken seriously"
